rank,player,avg,total_distance,total_drives,tournament
14,Cameron Young,291.1,"2,329",8,The Sentry
15,Nick Hardy,290.8,"2,326",8,The Sentry
16,Davis Riley,290.3,"2,322",8,The Sentry
17,Scottie Scheffler,289.9,"2,319",8,The Sentry
18,Justin Rose,289.8,"2,318",8,The Sentry
18,Sahith Theegala,289.8,"2,318",8,The Sentry
20,Max Homa,289.3,"2,314",8,The Sentry
21,Byeong Hun An,289.1,"2,313",8,The Sentry
22,Erik van Rooyen,288.8,"2,310",8,The Sentry
23,Eric Cole,288.6,"2,309",8,The Sentry
24,Jordan Spieth,288.5,"2,308",8,The Sentry
25,Hideki Matsuyama,288.4,"2,307",8,The Sentry
26,Lee Hodges,288.3,"2,306",8,The Sentry
27,Luke List,287.9,"2,303",8,The Sentry
28,Patrick Cantlay,287.6,"2,301",8,The Sentry
29,Keegan Bradley,286.5,"2,292",8,The Sentry
29,Tony Finau,286.5,"2,292",8,The Sentry
31,Adam Svensson,286.4,"2,291",8,The Sentry
32,Harris English,286.1,"2,289",8,The Sentry
,Field Average,285.5,,,The Sentry
33,Tom Hoge,285.0,"2,280",8,The Sentry
34,Matt Wallace,284.0,"2,272",8,The Sentry
35,Akshay Bhatia,283.9,"2,271",8,The Sentry
35,Tommy Fleetwood,283.9,"2,271",8,The Sentry
37,J.T. Poston,283.6,"2,269",8,The Sentry
38,Corey Conners,283.1,"2,265",8,The Sentry
39,Tyrrell Hatton,283.0,"2,264",8,The Sentry
40,Chris Kirk,281.8,"2,254",8,The Sentry
41,Sungjae Im,281.5,"2,252",8,The Sentry
42,Seamus Power,281.4,"2,251",8,The Sentry
43,Emiliano Grillo,281.1,"2,249",8,The Sentry
43,Adam Hadwin,281.1,"2,249",8,The Sentry
45,Tom Kim,280.5,"2,244",8,The Sentry
46,Sepp Straka,280.0,"2,240",8,The Sentry
47,Collin Morikawa,279.5,"2,236",8,The Sentry
48,Mackenzie Hughes,278.9,"2,231",8,The Sentry
49,Brian Harman,278.6,"2,229",8,The Sentry
50,Nico Echavarria,276.1,"2,209",8,The Sentry
51,Nick Taylor,275.9,"2,207",8,The Sentry
52,Andrew Putnam,275.8,"2,206",8,The Sentry
53,Lucas Glover,275.0,"2,200",8,The Sentry
54,Si Woo Kim,273.6,"2,189",8,The Sentry
55,Denny McCarthy,273.5,"2,188",8,The Sentry
56,Rickie Fowler,272.0,"2,176",8,The Sentry
57,Camilo Villegas,268.6,"2,149",8,The Sentry
58,Russell Henley,267.5,"2,140",8,The Sentry
59,Brendon Todd,266.0,"2,128",8,The Sentry
